DG,,,,,,,,,,,,,
"945,128.21 ","668,281.29 ","377,321.99 ","6,000.00 ","1,385,487.64 ","1,055,465.20 ","1,105,231.75 ","1,076,205.16 ","1,160,026.62 ","616,826.60 ","1,481,257.13 ","759,348.07 ","1,067,034.89 ","777,096.18 "
"61,965.64 ","58,380.01 ","3,518.20 ",0.00 ,"23,593.69 ","28,958.30 ","60,080.97 ","102,616.50 ","95,017.49 ","95,547.12 ","120,990.96 ","100,008.38 ","83,674.05 ","85,507.21 "
"82,638.27 ","60,970.00 ","8,537.48 ",0.00 ,"90,762.05 ","26,227.00 ","36,313.53 ","26,438.50 ","52,251.79 ","20,635.82 ","54,651.69 ","56,561.65 ","160,200.10 ","257,671.72 "
"389,321.02 ","399,193.35 ","66,914.82 ",0.00 ,"164,199.70 ","265,446.52 ","55,959.49 ","61,884.47 ","340,429.36 ","123,320.84 ","417,590.50 ","98,120.44 ","524,188.59 ","222,238.02 "
"10,462.61 ","1,553.00 ","4,984.56 ",0.00 ,"22,262.15 ","18,385.00 ","5,053.51 ","6,170.00 ","5,155.99 ","2,220.00 ","4,255.43 ",0.00 ,"4,844.74 ","2,720.00 "
"6,388.50 ","5,680.12 ",158.18 ,0.00 ,"3,547.55 ","8,495.62 ","5,742.02 ","9,161.32 ","16,013.34 ","4,506.34 ","3,743.88 ","2,560.00 ","4,512.02 ",989.00 
"111,307.15 ","125,908.86 ","69,248.34 ","81,129.79 ","146,007.52 ","123,676.38 ","119,428.18 ","117,422.65 ","104,496.17 ","97,650.15 ","96,014.21 ","95,894.22 ","102,825.62 ","120,186.77 "
"1,159.96 ",810.00 ,241.58 ,0.00 ,"4,725.60 ","6,182.30 ","2,029.23 ",0.00 ,486.03 ,764.96 ,215.97 ,43.80 ,"1,482.44 ","1,058.40 "
CQ,,,,,,,,,,,,,
12052585.98,13668961.29,5517586.03,4317450.91,13791560.06,12487930.44,12148807.43,15249337.12,12322905.55,10393762.12,13385144.1,14411719.97,14633694.72,15144537.65
6127221.49,7992920.25,2649960.4,10688726,7439732.45,12865858.25,8129801.94,12528989.85,7578632.96,-628607,7428650.52,4592641,8386992.71,6103853.6
1545181.98,2312869.2,2552189.21,509315.1,1187260.34,2902207.66,2328487.26,2490283.8,1228568.82,1220551.3,2111124.8,224886.06,3003023.55,2035677.8
1667939.55,558969.67,250676.44,126566.1,311034.98,186554.95,170143.93,192053.85,189475.36,74799,578020.2,179165.54,325652.78,141966.5
309764.77,1542938.1,196304.57,6596,111202.67,145959.9,259078.15,253683.06,239666.4,49217,232312.82,70020.14,234348.61,50546.32
102995.16,21736,22278.6,4600,33884.56,44536.69,-19548.08,-8828,19827.77,24029,44076.2,230,63030.26,17969
96857.82,53705.48,50528.07,0,67884.56,110282.25,10365.61,41173.45,29274.37,6245.82,86907.32,28618.47,47605.42,9754.74
2678536.33,344838,1019831.03,0,3607866.56,1374281.91,4114219.32,810899.68,3541567.41,374946.1,3935397,2137941.81,3061495.57,3727273.88
6355518.74,2301695.41,1836034.05,547746.1,1642303.16,2297153.6,2963277.99,10102190.13,3516149.49,8392728.75,6346596.51,8648988.44,7573863.08,7131136.49
94549.47,176461.95,61158.93,35212.4,168872.95,167085.1,174962.28,148147.02,260422.74,167363.95,243851.76,198222.11,192847.2,108861.4
358241.09,485508.2,25731.63,0,147484.14,109531.94,341079.35,298602.64,156994.98,92345.2,172245.37,100178.6,200083,279856.4
1668360.71,529547.23,327629.25,63545,265121.52,376376.06,220379.57,260785.33,157956.88,457568.14,200856.57,76117,291221.28,215870.5
17533.31,8630,2120.52,256500,202237.63,54474,29786.38,910,22634.78,17984.28,16636.68,7417.76,59718.03,17326.68
15980.11,22574.7,7648.51,6972.6,17707.93,8150.26,7710.8,8656.2,8542.65,5423.1,8908.78,6644.9,17839.77,15030.41
365641.2,354609.7,328270.25,381125.37,403752.67,345246.67,373893.45,420178.74,359489.62,294766.71,345964,339333.86,380705.81,441037.92
7585.65,8481.1,2854.49,2550,85523.28,96376.06,55401.85,48718,16717.25,17079.8,36950.89,38346.2,30526.43,35011.4
