11967783.7887,8250145.2878,292619.6289,61201303.6394,0.0000
2588793.8362,3002197.5850,415697.7394,255736.0400,0.0000
7461540.4286,1581648.4678,25641.0300,5254647.5778,0.0000
5061520.7711,1448979.5782,0.0000,4508.5500,0.0000
6162605.4790,1027684.3889,373086.2496,1182240.6000,0.0000
33242244.3036,15310655.3077,1107044.6479,67898436.4072,0.0000
1181178.8985,4963493.6497,3963371.0983,11330898.5187,2814591.8298
326450.4700,2011909.1296,1449431.5399,5427673.4694,0.0000
1199210.8100,9162011.6999,4351113.8899,12746440.3890,0.0000
611203.8500,5781800.8493,1237744.2500,3723741.7299,0.0000
694609.9897,4940042.7094,2502633.4897,3543032.4995,0.0000
4012654.0182,26859258.0379,13504294.2678,36771786.6065,2814591.8298
1046251.4788,2443627.0875,2571714.9087,12201708.8747,1550882.4395
68236.1596,679438.4897,314139.6788,2043319.9478,0.0000
120607.1496,3070577.7690,1485359.5094,14534710.8430,0.0000
168785.4494,4594264.0888,355060.2669,7462713.5482,0.0000
1883237.9459,1669176.0475,1576358.4698,3058306.1088,2115.3800
3287118.1833,12457083.4825,6302632.8337,39300759.3225,1552997.8195
128098.6600,657373.5499,691854.2900,1071019.1699,163898.0000
30548.6500,124314.1200,109254.2000,807375.3799,0.0000
17498.2300,466586.5400,344549.5400,1925122.6199,0.0000
99512.7000,557981.9000,60731.6800,484255.7900,0.0000
131176.4800,531855.2400,210439.8200,306859.2100,0.0000
406834.7200,2338111.3498,1416829.5300,4594632.1697,163898.0000
686015.8699,1849265.0599,746113.9099,3635026.2897,1109502.1800
156778.7800,607202.4700,915704.3299,2335463.3297,0.0000
227673.9900,1635419.4499,502404.2900,3608862.5097,0.0000
98844.4200,698679.2200,201699.3200,1657856.1199,0.0000
224226.5800,996406.1699,595894.8200,1622049.0898,0.0000
1393539.6399,5786972.3697,2961816.6697,12859257.3389,1109502.1800
3051074.0800,3317643.8800,1110294.1700,2792649.1200,0.0000
1309502.7100,865008.5400,154079.1400,2695643.4700,0.0000
2248167.4800,2666751.4000,2124840.3000,4044987.3500,0.0000
895108.9300,1614546.8400,85734.6100,635399.6600,0.0000
2692843.8000,1925924.1100,504831.5700,458560.3200,0.0000
10196697.0000,10389874.7700,3979779.7900,10627239.9200,0.0000
3981560.2412,10426188.2314,5523209.2846,17450291.4970,1321187.4903
1842721.8516,4356272.9183,2077300.1880,6180786.2293,0.0000
2415391.6841,11251698.5441,4528242.4384,20446190.6946,0.0000
2011300.8698,8245060.6796,2034110.0649,2788149.1398,0.0000
4966570.0589,6164951.7744,4284322.3487,8146540.8092,0.0000
15217544.7056,40444172.1479,18447184.3247,55011958.3698,1321187.4903
1139293.0878,840098.2483,518401.6796,1448912.8787,1440517.1097
89092.5800,237916.5298,95970.5399,521409.4095,0.0000
294375.0697,1085863.3591,841384.5098,2940150.1186,0.0000
106193.1800,98904.0200,58132.7900,32292.1600,0.0000
397073.8093,648877.0787,659479.9693,1569687.1379,0.0000
2026027.7267,2911659.2359,2173369.4887,6512451.7047,1440517.1097
459292.8846,214504.3897,143381.0495,140620.5599,10412.8700
67189.6199,14079.8297,47.0100,408166.8800,0.0000
127448.6859,18859.3998,40760.6598,239820.6197,0.0000
84306.0217,494913.0200,89764.0000,46746.8400,0.0000
222064.3562,53429.3399,47419.8295,81754.9498,0.0000
960301.5683,795785.9791,321372.5488,917109.8494,10412.8700
222064.3562,53429.3399,47419.8295,81754.9498,0.0000
356670.7099,2112117.2199,821325.7399,3973530.3796,0.0000
1117919.7100,6368619.8599,3446036.3593,19666556.3668,0.0000
875336.3500,11138256.7898,896850.9297,5243719.4198,0.0000
1829560.6494,4197944.2497,2526456.3399,7250277.1994,53594.2600
4401551.7755,23870367.4591,7738089.1984,36215838.3154,53594.2600
47677.7499,54556.0100,45580.9265,62914.8678,22979.4000
12103.5300,4062.0998,6058.2600,33264.1000,0.0000
52962.9500,73600.2500,94911.7200,273685.2100,0.0000
24690.4800,89065.7494,25381.9400,34643.8100,0.0000
33745.4700,109323.8899,43911.9000,89015.4400,0.0000
171180.1799,330607.9991,215844.7464,493523.4278,22979.4000
9192.3474,3005.3686,597.4399,5065.3681,191.1600
1821.5700,0.0000,0.0000,0.0000,0.0000
1884.6398,169.5400,33.3300,1967.8600,0.0000
2733.5293,3422.5099,293.1200,2937.7285,0.0000
8107.5087,12584.2492,2746.7598,0.0000,0.0000
23739.5950,19181.6677,3670.6497,9970.9566,191.1600
98683.1488,70.0000,0.0000,0.0000,0.0000
30677.3899,7.0000,0.0000,0.0000,0.0000
22682.7188,0.0000,0.0000,0.0000,0.0000
30244.9596,0.0000,0.0000,0.0000,0.0000
113925.8198,0.0000,0.0000,0.0000,0.0000
296214.0369,77.0000,0.0000,0.0000,0.0000
8619.7697,270.0000,0.0000,3961.3100,0.0000
944.0000,0.0000,0.0000,0.0000,0.0000
4919.6288,360.0000,0.0000,0.0000,0.0000
1376.2798,3119.5000,6262.1300,0.0000,0.0000
6905.2917,0.0000,0.0000,15641.0200,0.0000
22764.9700,3749.5000,6262.1300,19602.3300,0.0000
